Genome,Study,Country,Region,Year,Accession,Database,Continent
PE0090-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0091-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0096-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0098-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0102-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0103-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0105-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0109-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0111-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0113-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0114-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0115-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0116-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0117-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0119-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0121-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0122-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0123-C,1007-PF-TZ-DUFFY,Tanzania,Tanga,2010,,megaDB,Africa
PE0124-C,1007-PF-TZ-DUFFY,Tanzania,Tanga,2010,,megaDB,Africa
PE0125-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0126-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0127-C,1007-PF-TZ-DUFFY,Tanzania,Tanga,2010,,megaDB,Africa
PE0128-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0129-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0130-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0131-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0132-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0133-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0134-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0135-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0136-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0137-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0138-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0139-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0140-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0141-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0142-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0143-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0144-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0145-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0146-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PE0147-C,1007-PF-TZ-DUFFY,Tanzania,Tanga,2010,,megaDB,Africa
PE0148-C,1007-PF-TZ-DUFFY,Tanzania,Morogoro,2010,,megaDB,Africa
PF0363-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,,megaDB,Africa
PF0371-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,,megaDB,Africa
PF0599-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,,megaDB,Africa
PF0606-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,,megaDB,Africa
PF0612-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,,megaDB,Africa
PF0633-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,,megaDB,Africa
PF0635-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,,megaDB,Africa
PH0133-CW,1031-PF-SEA-PLOWE,Cambodia,Pailin,2008,,megaDB,Asia
PH0139-CW,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,,megaDB,Asia
PH0152-CW,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,,megaDB,Asia
PH0389-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0390-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0391-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0392-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0393-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0394-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0395-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0396-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0397-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0398-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,,megaDB,Asia
PH0400-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0403-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,,megaDB,Asia
PH0409-CW,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,,megaDB,Asia
PH0412-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0413-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0415-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,,megaDB,Asia
PH0418-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0420-CW,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0421-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,,megaDB,Asia
PH0422-CW,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,,megaDB,Asia
PH0424-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,,megaDB,Asia
PH0438-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2008,,megaDB,Asia
PH0444-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2008,,megaDB,Asia
PH0447-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2008,,megaDB,Asia
PH0493-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,,megaDB,Asia
PH0590-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,,megaDB,Asia
PH0623-C,1052-PF-TRAC-WHITE,Cambodia,Ratanakiri,2011,,megaDB,Asia
PH0752-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,,megaDB,Asia
PH0877-C,1052-PF-TRAC-WHITE,Cambodia,Ratanakiri,2012,,megaDB,Asia
PH0891-Cx,1052-PF-TRAC-WHITE,Cambodia,Pailin,2011,,megaDB,Asia
PH0959-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH0961-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH0962-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH0964-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH0966-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH0971-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2012,,megaDB,Asia
PH0973-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2012,,megaDB,Asia
PH0974-Cx,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2012,,megaDB,Asia
PH0981-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2012,,megaDB,Asia
PH1008-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1015-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1023-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1027-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1032-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,,megaDB,Asia
PH1045-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,,megaDB,Asia
PH1068-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2012,,megaDB,Asia
PH1069-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2012,,megaDB,Asia
PH1071-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2012,,megaDB,Asia
PH1073-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2012,,megaDB,Asia
PH1085-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1086-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1087-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1088-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1089-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1097-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,,megaDB,Asia
PH1105-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2012,,megaDB,Asia
PH1147-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1148-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1150-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1153-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1159-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1160-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1162-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1164-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1168-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1169-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1170-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1175-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1183-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1187-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1188-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1190-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1198-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1200-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1201-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1203-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1205-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1216-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1217-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1218-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1224-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1229-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1236-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1252-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1253-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1289-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,,megaDB,Asia
PH1297-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,,megaDB,Asia
PH1304-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,,megaDB,Asia
PH1309-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,,megaDB,Asia
PH1310-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,,megaDB,Asia
PH1313-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,,megaDB,Asia
PH1317-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,,megaDB,Asia
PH1318-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,,megaDB,Asia
PH1319-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,,megaDB,Asia
PH1328-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1329-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1331-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1337-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1338-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1339-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1341-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1347-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1351-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,,megaDB,Asia
PH1357-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1358-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1360-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1368-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1373-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1376-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1377-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,,megaDB,Asia
PH1379-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1380-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,,megaDB,Asia
PH1382-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,,megaDB,Asia
PH1384-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,,megaDB,Asia
PH1387-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,,megaDB,Asia
PH1388-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,,megaDB,Asia
PK0002-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,,megaDB,Africa
PK0009-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,,megaDB,Africa
PK0019-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,,megaDB,Africa
PK0020-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,,megaDB,Africa
PK0030-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,,megaDB,Africa
PK0034-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,,megaDB,Africa
PK0047-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,,megaDB,Africa
PK0069-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,,megaDB,Africa
PK0074-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,,megaDB,Africa
PP0013-C,1013-PF-PEGB-BRANCH,Peru,Loreto,2011,,megaDB,S.America
PP0017-C,1013-PF-PEGB-BRANCH,Peru,Loreto,2011,,megaDB,S.America
PR0003-CW,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2008,,megaDB,Asia
PR0013-C,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2008,,megaDB,Asia
PR0014-CW,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2008,,megaDB,Asia
PR0015-C,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2008,,megaDB,Asia
PR0016-C,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2008,,megaDB,Asia
PR0017-C,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2008,,megaDB,Asia
PR0020-C,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2008,,megaDB,Asia
PR0022-CW,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2008,,megaDB,Asia
PR0024-CW,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2008,,megaDB,Asia
PR0032-C,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2009,,megaDB,Asia
PR0033-C,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2009,,megaDB,Asia
PR0040-CW,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2009,,megaDB,Asia
PR0045-C,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2009,,megaDB,Asia
PR0131-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,,megaDB,Asia
PT0147-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,,megaDB,Africa
PT0183-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,,megaDB,Africa
PT0197-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,,megaDB,Africa
PT0281-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,,megaDB,Africa
PT0292-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,,megaDB,Africa
PV0014-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2009,,megaDB,Asia
PV0015-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2009,,megaDB,Asia
PV0017-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2009,,megaDB,Asia
PV0018-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2009,,megaDB,Asia
PV0030-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2009,,megaDB,Asia
PV0039-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2010,,megaDB,Asia
PV0040-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2010,,megaDB,Asia
PV0092-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,,megaDB,Asia
PV0097-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,,megaDB,Asia
PV0109-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,,megaDB,Asia
PV0152-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,,megaDB,Asia
PV0176-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,,megaDB,Asia
PV0189-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,,megaDB,Asia
PV0216-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,,megaDB,Asia
PV0247-Cx,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0248-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0249-Cx,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0250-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0252-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0254-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0257-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0259-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0262-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0263-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0264-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0266-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0267-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0269-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0270-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0271-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0272-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0274-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0279-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0280-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0281-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0282-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0289-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0291-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0292-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0294-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0296-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0297-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0299-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0302-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0303-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0304-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0305-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0306-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0308-Cx,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0309-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0310-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0311-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0312-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0313-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0314-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0315-Cx,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0317-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0318-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0319-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0320-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0321-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0322-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0323-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0324-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0325-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0326-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0328-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0329-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0330-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0331-Cx,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0333-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0335-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0336-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0337-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0338-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0339-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0340-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0343-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0345-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0347-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,,megaDB,Asia
PV0355-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
PV0358-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2012,,megaDB,Asia
